week_start_dt,week_end_dt,vietnam_season,p_color,price,total_volume,brazil,india,vietnam,indonesia,china,brazil_season,indonesia_season,india_season,china_season,jordan_max_price,jordan_min_price,demand,supply,month,year,DayOfMonth
2015-12-28,2016-01-03,2,green,6.599075,1596040.2,10793.5,65658.1,1519588.5,0.0,0.0,False,False,False,False,6.625,6.325,0.5,0.5,12,2015,28
2015-12-28,2016-01-03,2,red,7.1753350000000005,1596040.2,10793.5,65658.1,1519588.5,0.0,0.0,False,False,False,False,7.525,7.125,0.51,0.5,12,2015,28
2015-12-28,2016-01-03,2,yellow,7.300575,1596040.2,10793.5,65658.1,1519588.5,0.0,0.0,False,False,False,False,7.425,7.025,16.55,0.5,12,2015,28
2016-01-04,2016-01-10,2,yellow,7.379675000000001,2295578.0,5677.8,15274.4,2274625.7,0.0,0.0,False,False,False,False,7.525,7.025,271.16,0.5,1,2016,4
2016-01-04,2016-01-10,2,red,7.1753350000000005,2295578.0,5677.8,15274.4,2274625.7,0.0,0.0,False,False,False,False,7.625,7.125,42.33,0.5,1,2016,4
2016-01-04,2016-01-10,2,green,6.599075,2295578.0,5677.8,15274.4,2274625.7,0.0,0.0,False,False,False,False,6.625,6.325,0.58,0.5,1,2016,4
2016-01-11,2016-01-17,2,yellow,7.200005000000001,2418196.7,26727.0,72230.2,2319239.4,0.0,0.0,False,False,False,False,7.525,7.125,712.22,0.5,1,2016,11
2016-01-11,2016-01-17,2,red,7.1753350000000005,2418196.7,26727.0,72230.2,2319239.4,0.0,0.0,False,False,False,False,7.625,7.325,28.52,0.5,1,2016,11
2016-01-11,2016-01-17,2,green,6.599075,2418196.7,26727.0,72230.2,2319239.4,0.0,0.0,False,False,False,False,6.725,6.325,0.63,0.5,1,2016,11
2016-01-18,2016-01-24,2,yellow,7.200005000000001,2774383.5,85537.4,51157.6,2637688.5,0.0,0.0,False,False,False,False,7.525,7.25,701.26,0.5,1,2016,18
2016-01-18,2016-01-24,2,green,6.599075,2774383.5,85537.4,51157.6,2637688.5,0.0,0.0,False,False,False,False,6.725,6.325,6.25,0.5,1,2016,18
2016-01-18,2016-01-24,2,red,7.1753350000000005,2774383.5,85537.4,51157.6,2637688.5,0.0,0.0,False,False,False,False,7.625,7.225,58.010000000000005,0.5,1,2016,18
2016-01-25,2016-01-31,2,yellow,7.200005000000001,2503155.4,115289.9,57268.7,2330596.7,0.0,0.0,False,False,False,False,7.425,7.225,753.0899999999999,0.5,1,2016,25
2016-01-25,2016-01-31,2,green,6.499635,2503155.4,115289.9,57268.7,2330596.7,0.0,0.0,False,False,False,False,6.725,6.325,5.44,0.5,1,2016,25
2016-01-25,2016-01-31,2,red,7.1753350000000005,2503155.4,115289.9,57268.7,2330596.7,0.0,0.0,False,False,False,False,7.625,7.025,22.67,0.5,1,2016,25
2016-02-01,2016-02-07,2,yellow,7.150285,1930968.2,181222.3,79730.1,1670015.7,0.0,0.0,False,False,False,False,7.425,6.825,1342.04,0.5,2,2016,1
2016-02-01,2016-02-07,2,red,7.144825,1930968.2,181222.3,79730.1,1670015.7,0.0,0.0,False,False,False,False,7.425,6.725,105.61,0.5,2,2016,1
2016-02-01,2016-02-07,2,green,6.499635,1930968.2,181222.3,79730.1,1670015.7,0.0,0.0,False,False,False,False,6.625,6.225,9.24,0.5,2,2016,1
2016-02-08,2016-02-14,2,red,6.985495,1896731.2,92421.4,33788.0,1770521.8,0.0,0.0,False,False,False,False,7.325,6.825,34.160000000000004,0.5,2,2016,8
2016-02-08,2016-02-14,2,green,6.349345,1896731.2,92421.4,33788.0,1770521.8,0.0,0.0,False,False,False,False,6.625,6.225,38.28,0.5,2,2016,8
2016-02-08,2016-02-14,2,yellow,7.125425,1896731.2,92421.4,33788.0,1770521.8,0.0,0.0,False,False,False,False,7.325,6.825,361.04,0.5,2,2016,8
2016-02-15,2016-02-21,2,yellow,7.200005000000001,1798854.9,93660.2,25153.1,1680041.5,0.0,0.0,False,False,False,False,7.425,6.825,643.8,0.5,2,2016,15
2016-02-15,2016-02-21,2,green,6.349345,1798854.9,93660.2,25153.1,1680041.5,0.0,0.0,False,False,False,False,6.625,6.325,11.06,0.5,2,2016,15
2016-02-15,2016-02-21,2,red,6.924475,1798854.9,93660.2,25153.1,1680041.5,0.0,0.0,False,False,False,False,7.325,6.825,34.09,0.5,2,2016,15
2016-02-22,2016-02-28,2,yellow,7.220345,2178384.1,211996.1,42386.6,1924001.4,0.0,0.0,False,False,False,False,7.325,6.925,867.96,0.5,2,2016,22
2016-02-22,2016-02-28,2,red,6.825035,2178384.1,211996.1,42386.6,1924001.4,0.0,0.0,False,False,False,False,7.325,6.825,42.18,0.5,2,2016,22
2016-02-22,2016-02-28,2,green,6.349345,2178384.1,211996.1,42386.6,1924001.4,0.0,0.0,False,False,False,False,6.525,6.225,19.44,0.5,2,2016,22
2016-02-29,2016-03-06,2,yellow,7.224865,2364682.6,303703.3,28653.3,2032325.8,0.0,0.0,False,False,False,False,7.325,7.025,728.03,0.5,2,2016,29
2016-02-29,2016-03-06,2,red,6.649885,2364682.6,303703.3,28653.3,2032325.8,0.0,0.0,False,False,False,False,7.225,6.725,19.35,0.5,2,2016,29
2016-02-29,2016-03-06,2,green,6.349345,2364682.6,303703.3,28653.3,2032325.8,0.0,0.0,False,False,False,False,6.525,6.225,4.5,0.5,2,2016,29
2016-03-07,2016-03-13,3,red,6.649885,2208782.3,264377.9,0.0,1944404.3,0.0,0.0,False,False,False,False,7.025,6.625,50.11,0.5,3,2016,7
2016-03-07,2016-03-13,3,yellow,7.200005000000001,2208782.3,264377.9,0.0,1944404.3,0.0,0.0,False,False,False,False,7.325,6.925,823.47,0.5,3,2016,7
2016-03-07,2016-03-13,3,green,6.350474999999999,2208782.3,264377.9,0.0,1944404.3,0.0,0.0,False,False,False,False,6.525,6.225,33.19,0.5,3,2016,7
2016-03-14,2016-03-20,3,green,6.350474999999999,2647120.3,453094.5,0.0,2194025.8,0.0,0.0,False,False,False,False,6.525,6.025,8.3,0.5,3,2016,14
2016-03-14,2016-03-20,3,red,6.649885,2647120.3,453094.5,0.0,2194025.8,0.0,0.0,False,False,False,False,7.025,6.325,26.110000000000003,0.5,3,2016,14
2016-03-14,2016-03-20,3,yellow,7.135595,2647120.3,453094.5,0.0,2194025.8,0.0,0.0,False,False,False,False,7.325,6.825,651.2,0.5,3,2016,14
2016-03-21,2016-03-27,3,red,6.649885,1675599.1,496298.0,0.0,1179301.1,0.0,0.0,False,False,False,False,6.925,6.625,49.18,0.5,3,2016,21
2016-03-21,2016-03-27,3,green,6.350474999999999,1675599.1,496298.0,0.0,1179301.1,0.0,0.0,False,False,False,False,6.425,6.125,24.96,0.5,3,2016,21
2016-03-21,2016-03-27,3,yellow,7.135595,1675599.1,496298.0,0.0,1179301.1,0.0,0.0,False,False,False,False,7.325,7.025,690.85,0.5,3,2016,21
2016-03-28,2016-04-03,3,yellow,7.135595,2376159.2,497057.0,0.0,1879102.2,0.0,0.0,True,False,False,False,7.325,7.025,602.8199999999999,0.5,3,2016,28
2016-03-28,2016-04-03,3,red,6.649885,2376159.2,497057.0,0.0,1879102.2,0.0,0.0,True,False,False,False,7.025,6.725,53.91,0.5,3,2016,28
2016-03-28,2016-04-03,3,green,6.350474999999999,2376159.2,497057.0,0.0,1879102.2,0.0,0.0,True,False,False,False,6.425,6.025,3.21,0.5,3,2016,28
2016-04-04,2016-04-10,3,yellow,7.0316350000000005,2343080.9,408222.4,0.0,1934858.5,0.0,0.0,True,False,False,False,7.325,7.025,1035.91,0.5,4,2016,4
2016-04-04,2016-04-10,3,green,6.299625,2343080.9,408222.4,0.0,1934858.5,0.0,0.0,True,False,False,False,6.225,6.025,22.06,0.5,4,2016,4
2016-04-04,2016-04-10,3,red,6.620505,2343080.9,408222.4,0.0,1934858.5,0.0,0.0,True,False,False,False,7.025,6.625,20.58,0.5,4,2016,4
2016-04-11,2016-04-17,3,red,6.620505,2595721.4,586661.0,0.0,2009060.3,0.0,0.0,True,False,False,False,6.825,6.625,40.19,0.5,4,2016,11
2016-04-11,2016-04-17,3,yellow,7.049715000000001,2595721.4,586661.0,0.0,2009060.3,0.0,0.0,True,False,False,False,7.325,7.025,700.3399999999999,0.5,4,2016,11
2016-04-11,2016-04-17,3,green,6.299625,2595721.4,586661.0,0.0,2009060.3,0.0,0.0,True,False,False,False,6.225,6.025,32.52,0.5,4,2016,11
2016-04-18,2016-04-24,3,yellow,7.049715000000001,2397823.4,626471.1,0.0,1771352.3,0.0,0.0,True,False,False,False,7.325,6.925,1014.66,0.5,4,2016,18
2016-04-18,2016-04-24,3,red,6.600165,2397823.4,626471.1,0.0,1771352.3,0.0,0.0,True,False,False,False,6.825,6.525,60.1,0.5,4,2016,18
2016-04-18,2016-04-24,3,green,6.299625,2397823.4,626471.1,0.0,1771352.3,0.0,0.0,True,False,False,False,6.225,6.025,11.63,0.5,4,2016,18
2016-04-25,2016-05-01,3,green,6.299625,2239303.4,647778.5,0.0,1591524.8,0.0,0.0,True,False,False,False,6.325,6.025,10.35,0.5,4,2016,25
2016-04-25,2016-05-01,3,red,6.600165,2239303.4,647778.5,0.0,1591524.8,0.0,0.0,True,False,False,False,6.825,6.625,90.94,0.5,4,2016,25
2016-04-25,2016-05-01,3,yellow,7.200005000000001,2239303.4,647778.5,0.0,1591524.8,0.0,0.0,True,False,False,False,7.425,7.025,1145.83,0.5,4,2016,25
2016-05-02,2016-05-08,3,yellow,7.600025,2035893.0,615520.6,0.0,1420372.4,0.0,0.0,True,False,False,False,8.025,7.425,791.55,0.5,5,2016,2
2016-05-02,2016-05-08,3,green,6.299625,2035893.0,615520.6,0.0,1420372.4,0.0,0.0,True,False,False,False,6.525,6.225,15.28,0.5,5,2016,2
2016-05-02,2016-05-08,3,red,6.699605,2035893.0,615520.6,0.0,1420372.4,0.0,0.0,True,False,False,False,7.225,6.625,65.42999999999999,0.5,5,2016,2
2016-05-09,2016-05-15,3,yellow,8.400065,2168782.4,711249.7,0.0,1457532.7,0.0,0.0,True,False,False,False,8.925,8.125,907.34,0.5,5,2016,9
2016-05-09,2016-05-15,3,red,7.549365,2168782.4,711249.7,0.0,1457532.7,0.0,0.0,True,False,False,False,7.825,6.925,35.33,0.5,5,2016,9
2016-05-09,2016-05-15,3,green,6.699645,2168782.4,711249.7,0.0,1457532.7,0.0,0.0,True,False,False,False,7.125,6.625,6.34,0.5,5,2016,9
2016-05-16,2016-05-22,3,yellow,8.880315,2392789.6,756710.5,0.0,1588179.7,47899.3,0.0,True,False,False,False,9.225,8.625,756.4,0.5,5,2016,16
2016-05-16,2016-05-22,3,red,7.600215,2392789.6,756710.5,0.0,1588179.7,47899.3,0.0,True,False,False,False,7.925,7.425,75.25,0.5,5,2016,16
2016-05-16,2016-05-22,3,green,6.699645,2392789.6,756710.5,0.0,1588179.7,47899.3,0.0,True,False,False,False,7.325,6.625,10.62,0.5,5,2016,16
2016-05-23,2016-05-29,3,green,6.699645,2268729.5,861520.8,0.0,1339714.1,67494.4,0.0,True,False,False,False,7.125,6.725,5.75,0.5,5,2016,23
2016-05-23,2016-05-29,3,red,7.600215,2268729.5,861520.8,0.0,1339714.1,67494.4,0.0,True,False,False,False,7.925,7.425,55.39,0.5,5,2016,23
2016-05-23,2016-05-29,3,yellow,8.930035,2268729.5,861520.8,0.0,1339714.1,67494.4,0.0,True,False,False,False,9.225,8.825,591.86,0.5,5,2016,23
2016-05-30,2016-06-05,3,green,6.699645,1841337.5,648448.5,0.0,1031773.1,161115.8,0.0,True,True,False,True,7.125,6.725,6.220000000000001,0.5,5,2016,30
2016-05-30,2016-06-05,3,red,7.600215,1841337.5,648448.5,0.0,1031773.1,161115.8,0.0,True,True,False,True,7.925,7.225,40.17,0.5,5,2016,30
2016-05-30,2016-06-05,3,yellow,8.785395000000001,1841337.5,648448.5,0.0,1031773.1,161115.8,0.0,True,True,False,True,9.225,8.725,452.52,0.5,5,2016,30
2016-06-06,2016-06-12,1,green,6.775355,1909601.1,839972.5,0.0,875854.0,193774.5,0.0,True,True,False,True,7.025,6.625,7.45,0.5,6,2016,6
2016-06-06,2016-06-12,1,yellow,8.655445,1909601.1,839972.5,0.0,875854.0,193774.5,0.0,True,True,False,True,8.925,8.425,456.14,0.5,6,2016,6
2016-06-06,2016-06-12,1,red,7.674795,1909601.1,839972.5,0.0,875854.0,193774.5,0.0,True,True,False,True,7.725,7.225,81.59,0.5,6,2016,6
2016-06-13,2016-06-19,1,yellow,9.035125,1784936.3,877647.8,0.0,643842.2,263446.2,0.0,True,True,False,True,9.525,8.625,552.46,0.5,6,2016,13
2016-06-13,2016-06-19,1,red,7.800225,1784936.3,877647.8,0.0,643842.2,263446.2,0.0,True,True,False,True,8.625,7.525,45.74,0.5,6,2016,13
2016-06-13,2016-06-19,1,green,6.810385,1784936.3,877647.8,0.0,643842.2,263446.2,0.0,True,True,False,True,7.325,6.825,8.620000000000001,0.5,6,2016,13
2016-06-20,2016-06-26,1,green,7.800265,1420187.8,817560.8,0.0,315448.7,287178.1,0.0,True,True,False,True,7.925,7.525,2.18,0.5,6,2016,20
2016-06-20,2016-06-26,1,red,9.074865,1420187.8,817560.8,0.0,315448.7,287178.1,0.0,True,True,False,True,9.125,8.625,53.28,0.5,6,2016,20
2016-06-20,2016-06-26,1,yellow,10.166255,1420187.8,817560.8,0.0,315448.7,287178.1,0.0,True,True,False,True,10.525,9.625,385.61,0.5,6,2016,20
2016-06-27,2016-07-03,1,green,7.800265,2205101.9,861669.1,0.0,1038619.0,304813.8,0.0,True,True,False,True,10.195,9.335,4.5600000000000005,0.5,6,2016,27
2016-06-27,2016-07-03,1,yellow,10.000145,2205101.9,861669.1,0.0,1038619.0,304813.8,0.0,True,True,False,True,9.865,9.045,660.52,0.5,6,2016,27
2016-06-27,2016-07-03,1,red,8.299685,2205101.9,861669.1,0.0,1038619.0,304813.8,0.0,True,True,False,True,9.535,8.754999999999999,40.17,0.5,6,2016,27
2016-07-04,2016-07-10,1,red,8.099675000000001,1744590.4,700195.2,0.0,746113.1,298282.0,0.0,True,True,False,True,9.205,8.465,33.15,0.5,7,2016,4
2016-07-04,2016-07-10,1,green,7.400245,1744590.4,700195.2,0.0,746113.1,298282.0,0.0,True,True,False,True,8.875,8.175,22.15,0.5,7,2016,4
2016-07-04,2016-07-10,1,yellow,10.000145,1744590.4,700195.2,0.0,746113.1,298282.0,0.0,True,True,False,True,8.545,7.885,438.9,0.5,7,2016,4
2016-07-11,2016-07-17,1,yellow,10.400165,2367062.9,722586.1,0.0,1313536.0,330940.7,0.0,True,True,False,True,8.215,7.595,493.94,0.5,7,2016,11
2016-07-11,2016-07-17,1,red,7.800225,2367062.9,722586.1,0.0,1313536.0,330940.7,0.0,True,True,False,True,7.885,7.305,77.02000000000001,0.5,7,2016,11
2016-07-11,2016-07-17,1,green,7.515505,2367062.9,722586.1,0.0,1313536.0,330940.7,0.0,True,True,False,True,7.555,7.015,22.82,0.5,7,2016,11
2016-07-18,2016-07-24,1,green,7.000225,2217483.5,672154.3,0.0,1258151.0,287178.1,0.0,True,True,False,True,7.225,6.725,27.57,0.5,7,2016,18
2016-07-18,2016-07-24,1,red,7.550495,2217483.5,672154.3,0.0,1258151.0,287178.1,0.0,True,True,False,True,8.225,7.825,47.41,0.5,7,2016,18
2016-07-18,2016-07-24,1,yellow,10.400165,2217483.5,672154.3,0.0,1258151.0,287178.1,0.0,True,True,False,True,11.025,10.825,360.82,0.5,7,2016,18
2016-07-25,2016-07-31,1,green,6.649925,1717190.1,613771.4,0.0,824949.4,278469.2,0.0,True,True,False,True,7.025,6.525,16.45,0.5,7,2016,25
2016-07-25,2016-07-31,1,red,7.299635,1717190.1,613771.4,0.0,824949.4,278469.2,0.0,True,True,False,True,8.025,7.625,80.16,0.5,7,2016,25
